gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pvalue_model,model_converged,test_status,refseq,exons,direction
MCM7,1423.7900077926743,1.089317047883172,0.38691840699422436,2.815366310291442,0.0048721663728235436,0.04075396489879311,0.0048721663728235436,True,tested,NM_005916,15,up
GINS2,83.86430987758624,1.7187215623795837,0.610578618763166,2.8149062374001166,0.004879146712114422,0.04077988493036923,0.004879146712114422,True,tested,NM_016095,5,up
KIAA0284,2554.6057477807167,1.1375253020142313,0.40469010281912554,2.810855254650602,0.004941000857076053,0.04116586439686044,0.004941000857076053,True,tested,NM_001112726,19,up
GNA12,881.1018138224099,1.2469647997465536,0.44472064867198957,2.8039282715345006,0.005048413491080544,0.04192777244054719,0.005048413491080544,True,tested,NM_007353,4,up
MST4,270.20502566311234,1.2775952022943085,0.45585134021408613,2.8026575543121104,0.00506834536775438,0.04206006037411336,0.00506834536775438,True,tested,NM_016542,12,up
KLF13,3348.0618747684953,1.0965184889673414,0.39137277006574667,2.801724015656831,0.00508303371785693,0.042082231867458554,0.00508303371785693,True,tested,NM_015995,2,up
MAPK10,107.8457547207766,1.4594128823378534,0.5208409558842239,2.8020317255201834,0.005078187947609794,0.042082231867458554,0.005078187947609794,True,tested,NM_138980,14,up
SHMT2,857.0771372673493,1.3381508538220432,0.4782443110065494,2.7980486605385204,0.005141236652769478,0.04249711429897414,0.005141236652769478,True,tested,NM_005412,12,up
C14orf172,531.761603736186,1.2545008310070103,0.448468072084019,2.7973024371108046,0.005153127151127019,0.042561913403884016,0.005153127151127019,True,tested,NM_152307,4,up
ALKBH4,75.81484973774208,1.7285410261948113,0.6181962520889495,2.796104020938159,0.005172275005914702,0.04268650527269432,0.005172275005914702,True,tested,NM_017621,3,up
HSPH1,1980.6416168239673,1.092992851357812,0.39095494858396873,2.79570025988061,0.005178740617230971,0.04270631783722808,0.005178740617230971,True,tested,NM_006644,18,up
CENPN,220.18666663268084,1.2696380236604092,0.454303731552196,2.794689841799236,0.005194952925398635,0.04278866617344453,0.005194952925398635,True,tested,NM_001100624,11,up
FKBP4,1255.4346323898399,1.0673141584309422,0.3821468118965197,2.7929427256872073,0.005223093896784201,0.04296933054979526,0.005223093896784201,True,tested,NM_002014,10,up
IGSF9,480.5727985954191,1.236977337042765,0.4442787765935937,2.7842368400467086,0.005365384027100294,0.04383260076883024,0.005365384027100294,True,tested,NM_001135050,21,up
FANCB,86.78817431111537,1.70558557769682,0.6130709883587963,2.7820360285889696,0.005401904288686593,0.044062427373401665,0.005401904288686593,True,tested,NM_001018113,10,up
CDCA3,102.95229444110073,1.5132937934986215,0.5442634245505051,2.7804436698064294,0.005428467667117784,0.04421045062848018,0.005428467667117784,True,tested,NM_031299,6,up
NDE1,464.06139383028466,1.2542158984704947,0.45162687238261756,2.777106445977654,0.00548452140897925,0.044632363999020916,0.00548452140897925,True,tested,NM_017668,9,up
SNAPC1,264.20164842043226,1.282760560120649,0.46208664359727436,2.7760173939124333,0.005502926436519609,0.04474748076011998,0.005502926436519609,True,tested,NM_003082,10,up
EPHB2,143.70286108554672,1.3822406665337728,0.498070916791776,2.775188472029644,0.00551697259497111,0.044761840579200025,0.00551697259497111,True,tested,NM_004442,16,up
PTDSS1,648.0437027291068,1.1392455948880413,0.41044575868265587,2.775630082144109,0.005509485448301316,0.044761840579200025,0.005509485448301316,True,tested,NM_014754,13,up
YDJC,139.75474829575703,1.4309904708085694,0.5156727402005913,2.774997317585431,0.005520216312572582,0.044761840579200025,0.005520216312572582,True,tested,NM_001017964,5,up
B3GNT5,1347.7481632465756,1.2768521742541115,0.4602147954062097,2.774470067019673,0.00552917219961135,0.04477795540188549,0.00552917219961135,True,tested,NM_032047,2,up
CDH1,5029.879348887577,1.0524523140453004,0.379767668883635,2.7713057226253333,0.0055831978515757065,0.04512082817588798,0.0055831978515757065,True,tested,NM_004360,16,up
ORC6L,126.29506677417203,1.4081831371819418,0.5083042393851223,2.770354893922135,0.0055995244000526965,0.04521798873708965,0.0055995244000526965,True,tested,NM_014321,7,up
CHST11,186.267864071942,1.5247102418869385,0.5512143912058687,2.7660929507870677,0.005673236157550517,0.04565834036474996,0.005673236157550517,True,tested,NM_018413,4,up
SIAH1,452.7872133311146,1.202242114259436,0.4353778329703753,2.7613764946577812,0.00575582816946999,0.046196127386135766,0.00575582816946999,True,tested,NM_001006610,2,up
ELMO3,508.5206318131275,1.144424677204162,0.41477131842384074,2.75917023759756,0.005794833884815439,0.046438234015157134,0.005794833884815439,True,tested,NM_024712,20,up
TP73,172.7073028265377,1.4851986432892819,0.5388030287299373,2.756477903975747,0.005842756017294986,0.046750947995202685,0.005842756017294986,True,tested,NM_005427,14,up
ARPC1A,376.636845139286,1.1799314788392148,0.4285766021265063,2.7531402157389016,0.005902660954707534,0.047194334847912744,0.005902660954707534,True,tested,NM_006409,10,up
PYGL,1126.4053826998022,1.0603025521995781,0.3854419051765319,2.750875133086427,0.005943629453981487,0.04743076570211847,0.005943629453981487,True,tested,NM_002863,20,up
IGSF3,2278.6539351296556,1.2250070298626001,0.44533327919854115,2.750764622997017,0.0059456347876670965,0.04743076570211847,0.0059456347876670965,True,tested,NM_001542,12,up
PCSK9,164.84248320192444,1.9973580052238713,0.7267912222758074,2.748186747453454,0.005992586660641989,0.047695542012655114,0.005992586660641989,True,tested,NM_174936,12,up
FURIN,2356.2747628975017,1.2063959410122678,0.43948883265600075,2.7449979416349475,0.006051127723689401,0.04805226596000064,0.006051127723689401,True,tested,NM_002569,16,up
AP1S1,566.9670705753498,1.1365251785819692,0.41501269592443185,2.7385311093926505,0.00617143213691576,0.048859883971693274,0.00617143213691576,True,tested,NM_001283,5,up
LRRC42,313.58408741300775,1.1843223422315756,0.4325839116133826,2.7377863818709267,0.00618542392438558,0.04893378294397207,0.00618542392438558,True,tested,NM_052940,8,up
C19orf26,72.06317337230242,2.1219320090343623,0.7751725394617792,2.737367361474995,0.006193308944150699,0.0489592955359272,0.006193308944150699,True,tested,NM_152769,9,up
PIP4K2C,510.9606043933188,1.1514860575073966,0.4208701496197113,2.7359651392427167,0.006219761470344235,0.049057668173751144,0.006219761470344235,True,tested,NM_024779,10,up
SHCBP1,198.5044982296973,1.2438206876052418,0.4549581836040457,2.7339230998155877,0.006258465913798325,0.049215151864045806,0.006258465913798325,True,tested,NM_024745,13,up
YWHAQ,1765.9693522827456,1.0866549895284145,0.3976040639464266,2.733007753348394,0.006275885494486261,0.049278365474643246,0.006275885494486261,True,tested,NM_006826,6,up
KATNB1,263.03910440455405,1.205196873766345,0.44170974765942966,2.7284814975276133,0.006362665947583469,0.04992245589642415,0.006362665947583469,True,tested,NM_005886,20,up
